45,0,25,1,1,10,battery_ipu
45,0,-45,1,1,20,proximity_ipu
20,0,-45,5,5,20,proximity_memory
30,0,0,5,5,20,motor_thalamus
20,0,0,1,1,8,motor_memory
45,0,0,4,1,20,motor_ipu
10,0,0,4,1,20,motor_opu
45,0,-10,3,1,1,ir_ipu
25,0,-15,1,1,8,ir_filter
20,0,-15,1,1,8,ir_memory
